time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1715892091363330300,3.246330322265625,3.9417641162872314,1.22036874294281,7.720978736877441,9.814000129699707,10.560401916503906,154.5354766845703,860.7000122070312,-68.8852675,-32.8918249
1715892092363223800,4.246223876953125,1.5715380907058716,0.41109609603881836,7.730978012084961,10.168999671936035,11.19742488861084,154.9208526611328,860.7000122070312,-68.8851709,-32.8918402
1715892093976673300,5.85967333984375,4.629812717437744,1.1387712955474854,7.747112274169922,8.288999557495117,11.304387092590332,154.87643432617188,860.7000122070312,-68.885068,-32.8919762
1715892094978064100,6.861064208984375,0.550193190574646,0.20124611258506775,7.757126331329346,7.695000171661377,11.037243843078613,155.00228881835938,860.7000122070312,-68.8849889,-32.8920663
1715892095978560800,7.861560791015625,4.311067581176758,0.9021086692810059,7.767131328582764,7.214000225067139,11.010478019714355,155.00050354003906,860.7000122070312,-68.8849236,-32.8921511
1715892096977294800,8.860294921875,2.290482997894287,0.5185557007789612,7.777118682861328,6.334000110626221,11.233824729919434,155.81451416015625,860.7000122070312,-68.8848771,-32.8922498
1715892097977294800,9.860294921875,2.3910090923309326,0.5798275470733643,7.787118434906006,4.923999786376953,11.148948669433594,155.96914672851562,860.7000122070312,-68.8848317,-32.8923407
1715892098977294800,10.860294921875,2.489511251449585,0.6585590243339539,7.797118663787842,4.585999965667725,11.362449645996094,156.71029663085938,860.7000122070312,-68.8847893,-32.8924462
1715892099977294800,11.860294921875,2.766183614730835,0.6303173899650574,7.8071184158325195,4.48199987411499,11.149211883544922,156.21319580078125,860.7000122070312,-68.8847414,-32.8925423
1715892100977294800,12.860294921875,1.9629307985305786,0.5032891631126404,7.8171186447143555,4.244999885559082,10.95191478729248,155.22396850585938,860.7000122070312,-68.884691,-32.8926292
1715892101977294800,13.860294921875,5.583146572113037,1.1660617589950562,7.827118396759033,4.208000183105469,10.94869613647461,157.54139709472656,860.7000122070312,-68.8846562,-32.8927267
1715892102977294800,14.860294921875,5.9094133377075195,1.1940268278121948,7.837118625640869,4.165999889373779,10.209274291992188,157.97560119628906,860.7000122070312,-68.8846208,-32.8928093
1715892103977294800,15.860294921875,4.828250408172607,1.3274034261703491,7.847118377685547,4.218999862670898,9.957307815551758,159.87789916992188,860.7000122070312,-68.8845876,-32.8928992
1715892104977294800,16.860294921875,8.136635780334473,1.507215976715088,7.857118606567383,4.373000144958496,9.685104370117188,161.38748168945312,860.7000122070312,-68.884551,-32.8929814
1715892105977294800,17.860294921875,9.89267349243164,1.7240939140319824,7.8671183586120605,4.7769999504089355,9.665397644042969,162.09437561035156,860.7000122070312,-68.8845088,-32.8930561
1715892106977294800,18.860294921875,9.849989891052246,1.5608010292053223,7.8771185874938965,5.2729997634887695,9.44095516204834,158.52584838867188,860.7000122070312,-68.8844623,-32.8931262
1715892107977294800,19.860294921875,11.624234199523926,1.5877656936645508,7.887118339538574,5.802999973297119,8.783234596252441,159.1740264892578,860.7000122070312,-68.884422,-32.8931829
1715892108977294800,20.860294921875,12.004073143005371,1.4453372955322266,7.89711856842041,6.291999816894531,7.911499500274658,156.2785186767578,860.7000122070312,-68.884381,-32.8932339
1715892109977294800,21.860294921875,9.355642318725586,1.3446189165115356,7.907118320465088,6.749000072479248,7.180878162384033,163.99282836914062,860.7000122070312,-68.8843528,-32.8932849
1715892110977294800,22.860294921875,9.79425048828125,1.3619104623794556,7.917118549346924,7.072999954223633,6.542311191558838,171.69192504882812,860.7000122070312,-68.8843304,-32.8933351
1715892111977294800,23.860294921875,9.966116905212402,1.4983323812484741,7.927118301391602,7.291999816894531,6.312245845794678,178.38497924804688,860.7000122070312,-68.8843283,-32.8933885
1715892112977294800,24.860294921875,9.882948875427246,1.5428868532180786,7.9371185302734375,7.556000232696533,6.237075328826904,184.83766174316406,860.7000122070312,-68.8843447,-32.893445
