time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1713559131884643000,3.84164306640625,4.323110580444336,1.372005820274353,8.559621810913086,8.288999557495117,14.609999656677246,304,853.7000122070312,-68.8823661,-32.8920992
1713559132884642300,4.841642333984375,4.33644962310791,1.3360015153884888,8.569622039794922,11.51200008392334,14.54106330871582,303.9878845214844,853.7000122070312,-68.8825252,-32.8921176
1713559133883562200,5.840562255859375,5.027281284332275,1.3813037872314453,8.579610824584961,11.814000129699707,14.773282051086426,303.99200439453125,853.7000122070312,-68.8826916,-32.8920775
1713559134883631000,6.840631103515625,6.169591426849365,1.802276372909546,8.589612007141113,11.168999671936035,14.208589553833008,307.8022766113281,853.7000122070312,-68.8828395,-32.8920062
1713559135883631000,7.840631103515625,7.113744735717773,3.140859842300415,8.599611282348633,10.732000350952148,14.217506408691406,309.8017578125,853.7000122070312,-68.8829619,-32.8919102
1713559136883631000,8.840631103515625,7.819779396057129,2.204223155975342,8.609611511230469,10.498000144958496,13.815675735473633,311.89324951171875,853.7000122070312,-68.8830641,-32.8918159
1713559137883631000,9.840631103515625,7.774341583251953,2.2228360176086426,8.619611740112305,10.312999725341797,13.297329902648926,312.9411926269531,853.7000122070312,-68.8831702,-32.8917216
1713559138883631000,10.840631103515625,8.321715354919434,2.2079174518585205,8.62961196899414,8.550999641418457,13.113524436950684,312.0498352050781,853.7000122070312,-68.8832816,-32.8916442
1713559139883631000,11.840631103515625,12.727262496948242,2.29172420501709,8.63961124420166,8.395000457763672,11.085275650024414,307.4525451660156,853.7000122070312,-68.8833722,-32.8916063
1713559140883631000,12.840631103515625,11.786511421203613,2.33848237991333,8.649611473083496,8.185999870300293,11.967833518981934,319.1172790527344,853.7000122070312,-68.8834368,-32.8915195
1713559141883631000,13.840631103515625,4.833401203155518,1.654841423034668,8.659611701965332,7.63700008392334,13.22822380065918,308.2895812988281,853.7000122070312,-68.8835559,-32.8914574
1713559142883631000,14.840631103515625,4.237027168273926,1.313697099685669,8.669611930847168,6.946000099182129,12.858264923095703,307.01513671875,853.7000122070312,-68.8836895,-32.8914104
1713559143883631000,15.840631103515625,6.61996603012085,1.6420109272003174,8.679611206054688,6.585000038146973,12.782827377319336,308.9221496582031,853.7000122070312,-68.883791,-32.8913372
1713559144883631000,16.840631103515626,6.853202819824219,1.8107733726501465,8.689611434936523,6.114999771118164,12.779539108276367,309.9685363769531,853.7000122070312,-68.8838794,-32.8912515
1713559145883631000,17.840631103515626,6.8549418449401855,1.9873600006103516,8.69961166381836,5.829999923706055,12.521486282348633,309.0400085449219,853.7000122070312,-68.8839827,-32.8911861
1713559146883631000,18.840631103515626,7.060830116271973,2.04362416267395,8.709611892700195,5.685999870300293,11.379722595214844,307.05926513671875,853.7000122070312,-68.8840712,-32.8911539
1713559147883631000,19.840631103515626,7.170351505279541,2.1473007202148438,8.719611167907715,5.994999885559082,11.406872749328613,306.9989929199219,853.7000122070312,-68.8841664,-32.8911
