version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs
3,moto g32,1713559128043,2024-04-19_20-38-48,America/Argentina/Buenos_Aires,android,1.18.1,815c0aef-9b4b-453d-8616-2ccca36d3550,Accelerometer|Gyroscope|Location|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|1000||10|10|10
